ID, DESI, DESI-B, RES, RES-B, TEACH, TEACH-B, SERV, SERV-B, GRANT, ROAD, EMAIL, GTD, PART, SOC, ELT, GYM, MED, COOK, EAT, READ, IDLE
29, 20.75, 2.0, 0.0, 3.25, 0.0, 0.0, 0.0, 0.50, 0.0, 0.50, 8.25, 4.0, 0.75, 7.25, 0.0, 0.0, 1.25, 0.0, 1.25, 0.0, 12.0
